frame,r_hip_ang,r_knee_ang,r_ankle_ang,r_elbow_ang,r_shoulder_ang,gender,r_hip_vel,r_knee_vel,r_ankle_vel,r_elbow_vel,r_shoulder_vel,r_hip_accel,r_knee_accel,r_ankle_accel,r_elbow_accel,r_shoulder_accel
18,172.30507728110675,177.43895647103963,102.98102993433076,169.6336773965495,5.492324557127461,female,-0.9171558068575318,1.7945549979326358,0.8773991910751752,0.0009677981478735,1.1233948299742262,-1.52859301142922,2.9909249965543934,1.462331985125292,0.0016129969131226,1.8723247166237105
19,172.89014183724407,176.84435071462084,104.325689242875,168.95161700337687,6.13961387827726,female,0.9237861412694616,-0.9388511943454528,2.123146276648796,-1.0769374629041588,1.0220357702365248,1.458609696741255,-1.482396622650715,3.352336226287573,-1.7004275730065666,1.6137406898471445
20,172.89014183724407,176.84435071462084,103.97007925941509,168.2697498649466,6.82148101670748,female,0.0,0.0,-0.5334149751898707,-1.0228007076454162,1.022800707645331,0.0,0.0,-0.800122462784806,-1.5342010614681243,1.5342010614679964
21,172.5126916503121,176.86038348526284,103.97007925941509,168.25332332310506,7.199324974839044,female,-0.5392145527599723,0.0229039580599987,0.0,-0.0234664883450363,0.5397770830450912,-0.7703065039428176,0.0327199400857125,0.0,-0.0335235547786234,0.7711101186358447
22,173.06862948230764,175.7731628125602,103.43879641870797,168.25332332310506,7.199324974839044,female,0.7580970436302954,-1.4825736445945124,-0.7244766009642557,0.0,0.0,1.0337686958594938,-2.021691333537972,-0.9879226376785306,0.0,0.0
23,173.09430496356055,175.78406591033783,102.40543482131936,167.5787057462318,7.162746395808483,female,0.0334897581559615,0.0142214318838633,-1.347862953115572,-0.8799359698346867,-0.0477111900398619,0.0436822932469063,0.0185496937615608,-1.7580821127594417,-1.1477425693495913,-0.0622319870085155
24,173.09430496356055,175.78406591033783,102.40543482131936,166.21749703587142,7.8524229754051476,female,0.0,0.0,0.0,-1.7015108879504837,0.8620957244958305,0.0,0.0,0.0,-2.1268886099381046,1.077619655619788
25,173.10520806133815,175.72308785632438,102.35535986508351,166.21749703587142,7.8524229754051476,female,0.0130837173331201,-0.0731736648161359,-0.0600899474830157,0.0,0.0,0.0157004607997441,-0.087808397779363,-0.0721079369796188,0.0,0.0
26,174.02052917614597,175.7031558400883,103.23034899605628,167.04445710915937,6.803572670217818,female,1.0561397478551815,-0.0229984802724039,1.0096028434301128,0.954184699947634,-1.2102118906007648,1.218622785986748,-0.0265367080066199,1.164926357803976,1.1009823460934238,-1.3963983353085747
27,174.93638314696992,175.14690361300762,103.23034899605628,166.90717361546805,6.443970926474549,female,1.0176155231377175,-0.6180580300896408,0.0,-0.1525372152125707,-0.3995574930480769,1.130683914597464,-0.6867311445440453,0.0,-0.1694857946806341,-0.4439527700534187
28,176.69251087026703,174.05568738774502,103.23034899605628,164.76638602989203,5.762632886598453,female,1.8815654178183343,-1.1691602413527846,0.0,-2.293700984545737,-0.730005042724388,2.0159629476625014,-1.2526716871636978,0.0,-2.4575367691561465,-0.7821482600618443
29,176.70300076021084,174.09033992176316,103.2754914200182,164.98163936884933,4.3987053549955135,female,0.0108516102867027,0.0358474489842784,0.0466990592709517,0.2226758678868585,-1.410959515451317,0.0112258037448648,0.0370835679147708,0.0483093716596052,0.2303543460898536,-1.45961329184619
30,176.15219862422302,175.2127012217226,102.78413081246102,163.0446869479748,4.3987053549955135,female,-0.5508021359878228,1.1223612999594366,-0.4913606075571834,-1.936952420874519,0.0,-0.5508021359878228,1.1223612999594366,-0.4913606075571834,-1.936952420874519,0.0
31,176.15219862422302,175.2127012217226,102.78413081246102,163.56793860767257,3.0347778233926306,female,0.0,0.0,0.0,0.5063725739010612,-1.3199298692931123,0.0,0.0,0.0,0.4900379747429623,-1.2773514864126891
32,176.7136942613023,174.16746345265867,102.30038868047627,162.34678711430698,2.3532968661082805,female,0.5264021597618207,-0.9799104084974352,-0.4535082487356945,-1.1448295250302465,-0.6388883974540782,0.4935020247767069,-0.9186660079663456,-0.4251639831897136,-1.073277679715856,-0.5989578726131983
33,177.66053290592097,173.5680208609805,102.25688392079368,162.13823907027262,1.3135202525162413,female,0.8607624041987998,-0.5449478106165047,-0.0395497815296282,-0.1895891309403261,-0.9452514669018538,0.7825112765443634,-0.4954071005604587,-0.0359543468451165,-0.1723537554002965,-0.8593195153653216
34,177.09390157283403,174.62245277216468,102.7446844988909,162.81041544384635,0.6413438789425641,female,-0.4999688233120109,0.9303810981036772,0.4304122747916661,0.5930968002121183,-0.5930968002120681,-0.441148961745892,0.8209244983267739,0.3797755365808819,0.5233207060695162,-0.5233207060694719
35,178.00781516487976,174.07185420971973,102.7446844988909,161.94116686534244,0.2780288493417515,female,0.783354507467769,-0.4719416249528113,0.0,-0.7450702101462119,-0.3114128825149821,0.6714467206866591,-0.4045213928166953,0.0,-0.638631608696753,-0.2669253278699847
36,177.98451662211988,174.07185420971973,102.7446844988909,162.66032298188753,0.4178287244434497,female,-0.0194154522998957,0.0,0.0,0.5992967637875779,0.1164998959180818,-0.0161795435832464,0.0,0.0,0.4994139698229816,0.0970832465984015
37,177.98451662211988,174.07185420971973,102.7446844988909,163.6703412189504,1.0400641888408009,female,0.0,0.0,0.0,0.8189337057266479,0.5045152414032577,0.0,0.0,0.0,0.6640003019405253,0.4090664119485873
38,178.02384793552173,174.05582143907773,102.7446844988909,163.03320312534808,1.0633627316006748,female,0.0310510368961938,-0.0126574505068414,0.0,-0.5030037581070925,0.0183935863893741,0.0245139764969951,-0.0099927240843485,0.0,-0.3971082300845467,0.0145212524126638
39,178.00054939276188,174.05582143907773,103.80760427041972,164.4028210055837,1.7725439754740815,female,-0.0179219559691126,0.0,0.817630593483701,1.0535522155658528,0.5455240337487743,-0.0137861199762404,0.0,0.6289466103720777,0.8104247812045021,0.4196338721144418
40,178.36647177385828,174.05582143907773,103.80760427041972,163.42144713071312,1.4059865699372265,female,0.2744417858222974,0.0,0.0,-0.7360304061529277,-0.2749180541526412,0.205831339366723,0.0,0.0,-0.5520228046146958,-0.2061885406144809
41,178.36647177385828,174.05582143907773,103.80760427041972,163.42144713071312,1.4059865699372265,female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,178.73266400187214,174.01563503184104,104.81761568603986,162.75130550731802,1.1020371745559616,female,0.261565877152756,-0.028704576597635,0.7214367254429582,-0.4786725881393547,-0.2171067109866177,0.1868327693948257,-0.0205032689983107,0.5153119467449702,-0.3419089915281105,-0.1550762221332984
43,179.09909642814512,174.05582143907773,103.468830512428,164.05460409907712,1.4684696008289413,female,0.2556505299578925,0.0280370283046668,-0.9410129118222268,0.909278087273792,0.2556505299578928,0.1783608348543436,0.0195607174218605,-0.656520636155042,0.6343800608886921,0.1783608348543437
44,179.09909642814512,174.01563503184104,104.46200570257992,164.10251025807491,1.5163757598266885,female,0.0,-0.0273998231159243,0.6771649023763067,0.0326632902257661,0.0326632902257367,0.0,-0.0186816975790393,0.4617033425293,0.0222704251539314,0.0222704251539114
45,177.2277835340831,175.1330685009158,104.46200570257992,164.38783476831028,0.8115509286009758,female,-1.2475419293746768,0.7449556460498457,0.0,0.1902163401569131,-0.4698832208171418,-0.8316946195831179,0.4966370973665637,0.0,0.126810893437942,-0.3132554805447612
46,176.69813432556498,175.68397248013437,103.42864410519132,163.70055024643906,0.1455211774301972,female,-0.3454233968596453,0.3592852038381915,-0.6739314765577769,-0.4482290360029695,-0.4343672290244207,-0.2252761283867251,0.234316437285777,-0.4395205281898544,-0.2923232843497627,-0.2832829754507092
47,177.06432655357884,175.72415888737106,103.468830512428,163.01227105319418,0.1765657878008824,female,0.2337397200088457,0.0256508982361845,0.0256508982361754,-0.4393271446243921,0.0198157087472458,0.149195565963093,0.0163729137677773,0.0163729137677715,-0.2804215816751439,0.0126483247322845
48,177.43075897985182,174.66076319626242,102.40543482131936,160.94344059243895,1.8789638222830831,female,0.229020266420612,-0.6646223069428991,-0.6646223069428991,-1.293019037972023,1.0639987715513757,0.1431376665128825,-0.4153889418393119,-0.4153889418393119,-0.8081368987325144,0.6649992322196097
49,175.95192693728103,175.7731628125602,102.40543482131936,161.5967851973795,2.2453962485560623,female,-0.9054073730025224,0.6810609895700688,0.0,0.4000069009840057,0.2243463834324362,-0.5543310446954218,0.4169761160633074,0.0,0.2449021842759219,0.1373549286321038
50,176.12906438994088,176.37825624292205,101.40916302862234,162.4397279481993,2.2025981617658204,female,0.1062824715959095,0.3630560582171085,-0.5977630756182094,0.5057656504918896,-0.0256788520741451,0.0637694829575457,0.2178336349302651,-0.3586578453709256,0.3034593902951337,-0.0154073112444871
51,177.02908701993,175.36066982747698,101.98203873845848,164.25275894163926,1.1655498728219411,female,0.5294250764641821,-0.5985802443794509,0.3369857116683176,1.06648881967056,-0.6100284052611055,0.3114265155671659,-0.3521060261055593,0.1982268892166574,0.6273463645120941,-0.3588402383888855
52,178.1374379305167,175.36066982747698,101.98203873845848,166.30066580208205,0.0571989622351907,female,0.6394332176461859,0.0,0.0,1.1814847271785347,-0.6394332176462021,0.368903779411261,0.0,0.0,0.6816258041414623,-0.3689037794112704
53,177.01499807869706,176.48310967929663,102.32081249645022,166.4752942754123,0.0571989622351907,female,-0.635343312350745,0.635343312350745,0.1917587309387158,0.098846305658629,0.0,-0.3596282900098557,0.3596282900098557,0.1085426778898391,0.0559507390520541,0.0
54,177.40156187289168,175.36026932575842,101.21975346842162,169.05079169697075,1.6709316021643952,female,0.2147576634414526,-0.6238001964101159,-0.6116994600158895,1.430831900865807,0.8965181332940024,0.1193098130230292,-0.3465556646722866,-0.3398330333421608,0.794906611592115,0.4980656296077791
55,176.32119384596783,175.84756686168652,102.04814969391374,168.1903445401838,0.9709468006014672,female,-0.5892916510493726,0.2657986559607779,0.4518524866320697,-0.4693348127928878,-0.3818098917615971,-0.3214318096632942,0.1449810850695152,0.2464649927084017,-0.2560008069779388,-0.2082599409608711
56,176.3113950695607,172.09201678933695,99.4333858077728,167.46108932099915,0.4938394981430891,female,-0.0052493445038237,-2.0119018244729805,-1.4007663675755084,-0.3906724388489126,-0.2555931977455597,-0.0028121488413341,-1.077804548824811,-0.750410554058308,-0.2092888065262031,-0.1369249273636927
57,179.9454533870875,165.25114126892524,96.8984027137713,166.09276857714084,0.2021244420234919,female,1.9126622723825304,-3.600460800216692,-1.3342016284218368,-0.7201688125570028,-0.1535342400629459,1.0066643538855424,-1.894979368535101,-0.7022113833799141,-0.3790362171352646,-0.0808074947699715
58,175.8230581354739,158.4039279542928,94.30567123202914,165.91761116391038,0.5949028490248827,female,-2.1322734060070325,-3.5416620592926344,-1.3410680077976709,-0.0905986620157579,0.2031612450007193,-1.1029000375898443,-1.8318941685996384,-0.6936558661022434,-0.0468613769047024,0.1050834025865789
59,172.32149743466957,155.04811137033653,98.43954388166956,165.20793586321085,1.2763838063091804,female,-1.780454593629322,-1.7063474155709917,2.1019691438849613,-0.3608518478133203,0.3465157409920158,-0.905315895065757,-0.8676342791038941,1.0687978697720142,-0.1834839904135527,0.1761944445722114
60,170.49954785116688,152.69599190145848,98.29379976482154,164.9963775167774,0.8919580377818496,female,-0.9109747917513432,-1.176059734439022,-0.0728720584240107,-0.1057791732167316,-0.1922128842636654,-0.4554873958756715,-0.588029867219511,-0.0364360292120053,-0.0528895866083658,-0.0961064421318327
61,169.16204456328484,153.73354247397893,102.8052274119341,164.33132310133462,0.2421770659562619,female,-0.6577885022370705,0.5102707733707106,2.218734908416011,-0.3270759420210333,-0.3195644123732398,-0.3235025420838052,0.2509528393626445,1.0911811024996776,-0.1608570206660819,-0.1571628257573311
62,170.10795071698894,160.34617594194668,113.21823253533778,162.26069183002514,3.327035624005532,female,0.4576965259858552,3.199661355468268,5.03855086616307,-1.0019183570852324,1.492673495830292,0.2214660609608977,1.5482232365169035,2.4380084836272915,-0.4847992050412414,0.7222613689501411
63,170.2467070640983,167.6609127216738,117.07208023799276,161.58179779960767,4.6558249954655935,female,0.0660744510044591,3.483207990346251,1.8351655726928515,-0.3232828716273653,0.6327568435524101,0.0314640242878376,1.6586704715934528,0.8738883679489768,-0.1539442245844597,0.3013127826440048
64,170.83693283237002,176.0396463988138,120.51586243879817,161.84999340853457,6.7083094294297325,female,0.2766683288773697,3.92753141115937,1.614272906627532,0.1257166916844854,0.9621020784206902,0.129688279161267,1.841030348980955,0.7566904249816556,0.0589296992271025,0.4509853492596985
65,170.17422111385935,176.8484091801998,124.65397972766812,164.1858192208311,8.275282227332468,female,-0.3058669470049285,0.3732751298704653,1.909900287170746,1.078073451829163,0.7232182144166472,-0.1411693601561208,0.172280829170984,0.881492440232652,0.4975723623826906,0.3337930220384525
66,168.4533094540727,173.6598082540901,126.9637737707638,165.22663897878266,9.86331928332936,female,-0.7822325726302959,-1.4493640573225908,1.0499063832253082,0.4730998899779851,0.7218350254531328,-0.3555602602864981,-0.6588018442375412,0.4772301741933218,0.2150454045354477,0.3281068297514239
67,167.3153988047631,170.38679667053572,123.52795378858288,165.69678140646604,12.307010784484303,female,-0.5095122310341443,-1.4655275747258474,-1.5384268576929476,0.2105115347836051,1.0941902243977355,-0.2281398049406616,-0.6562063767429167,-0.6888478467281854,0.0942588961717634,0.4899359213721204
68,164.5884894010895,172.79358946208905,117.59143653911516,167.15810371582785,15.746513070243507,female,-1.2030482663265891,1.061820349214704,-2.619051727706344,0.6447010188360903,1.5174274790114135,-0.5307565880852599,0.4684501540653106,-1.1554639975175047,0.2844269200747457,0.6694532995638589
69,162.43228463867544,175.34798719727408,113.26770481005696,171.6637123680806,17.080315999942457,female,-0.9374803314843754,1.110607710950015,-1.8798833604600915,1.958960283588157,0.5799143172604128,-0.4076001441236415,0.4828729178043544,-0.8173405915043875,0.8517218624296335,0.2521366596784403
70,161.90309526408294,175.73836562635913,111.84264429716224,172.20051719629336,18.73726598986542,female,-0.2267954462539307,0.1673050410364485,-0.6107402198120216,0.2300592120911793,0.7101214242526989,-0.0971980483945417,0.0717021604441922,-0.2617458084908664,0.0985968051819339,0.3043377532511566
71,161.20011484134733,174.31320422693665,113.34091809354094,172.82740867035346,19.87217581924392,female,-0.2970339814375803,-0.6021808729954133,0.6330734350895905,0.2648837214338458,0.4795393645261269,-0.125507316100386,-0.2544426223924281,0.2674958176434889,0.1119226991973996,0.2026222667011804
72,160.11483488614456,178.9606633689343,108.53855771453236,175.99020664234462,20.709037591649064,female,-0.4521999813344853,1.936441309165685,-2.0009834912535736,1.3178324883296475,0.3486924051688097,-0.1884166588893689,0.8068505454857021,-0.8337431213556556,0.5490968701373532,0.1452885021536707
73,162.28802391442775,179.4673566751572,119.44527092813289,180.0,22.16175554973904,female,0.8930913814862425,0.2082301258450273,4.482210909698846,1.6478602839679657,0.5970073800369768,0.3670238554053051,0.0855740243198742,1.842004483437882,0.6772028564251914,0.2453454986453329
74,165.76803102428275,177.88816818188704,126.59697881801355,178.38482803232364,22.25551949863888,female,1.4108136931844573,-0.6402115513257373,2.8993410364381087,-0.6547994463552813,0.0380124117161504,0.571951497236942,-0.259545223510434,1.1754085282857196,-0.2654592350088978,0.0154104371822231
75,167.95893807143352,179.70155839564873,123.65676483093787,177.838409054956,21.35767684234895,female,0.8763628188603093,0.7253560855046771,-1.176085594830272,-0.2185675909470546,-0.3591370625159712,0.3505451275441237,0.2901424342018708,-0.4704342379321088,-0.0874270363788218,-0.1436548250063885
76,171.1591450395187,178.26429541107163,121.53436789089425,177.6760185683725,19.371224877855468,female,1.263239592665204,-0.5673406518067512,-0.8377882658066956,-0.064101507861904,-0.7841257754579539,0.4986472076310016,-0.2239502572921386,-0.3307058943973798,-0.0253032267875937,-0.3095233324176134
77,176.6944858781544,174.1012300143907,121.70821853706506,178.36857068839583,17.36627998979401,female,2.1566263007671576,-1.62197353117439,0.067734017988631,0.2698255013077877,-0.781147358984984,0.8402440132859055,-0.6319377394185935,0.0263898771384276,0.1051268186913458,-0.3043431268772664
78,177.14569431407662,176.75969566848056,117.0861707287692,176.32220965140874,12.723681069799,female,0.1735417061239275,1.022486790034564,-1.777710695498408,-0.7870619373027282,-1.7856149692288497,0.0667468100476644,0.3932641500132938,-0.683734882884003,-0.3027161297318185,-0.6867749881649422
79,179.16883931235375,177.00052883726727,113.72503002829328,178.2259599990899,11.033677240084105,female,0.7682829107381516,0.0914556337164712,-1.2763825444845298,0.7229431700055015,-0.6417736062208462,0.2917530040777791,0.0347299874872675,-0.4847022320827328,0.2745353810147474,-0.2437114960332327
80,176.56636963754949,177.58939982621732,111.5790754082513,173.2247983966648,7.549421768263301,female,-0.9759261280516008,0.2208266208562683,-0.8047329825157412,-1.8754356009094124,-1.3065958019328014,-0.3659722980193503,0.0828099828211006,-0.3017748684434029,-0.7032883503410297,-0.4899734257248005
81,174.29538778886118,170.83182540883274,104.90819517539582,172.01129360649864,1.5956200426683154,female,-0.841104388403077,-2.5028053397720647,-2.470696382539067,-0.4494462185800574,-2.205111750220365,-0.3115201438529915,-0.9269649406563202,-0.9150727342737284,-0.1664615624370582,-0.8167080556371722
82,170.77320002727512,161.9151091565341,105.96824680135668,168.5256316595602,4.267107506251089,female,-1.2886052786290438,-3.2622132630360885,0.3878237655954391,-1.275242175709189,0.9773734622863808,-0.4714409555959916,-1.193492657208325,0.1418867435105265,-0.4665520155033618,0.3575756569340417
83,166.4943007872617,157.991337715098,106.52546105168796,166.5528735080194,11.512955617056411,female,-1.5465900867518425,-1.418230641482923,0.2014027410835917,-0.7130451150147477,2.618981244869393,-0.5590084650910273,-0.5126134848733458,0.072796171475997,-0.2577271500053305,0.9466197270612264
84,171.09716905354765,166.1250012644898,109.59459549861708,162.82322159946148,15.572870521152865,female,1.6438815236735544,2.9048798390685,1.096119445331831,-1.3320185387706829,1.4499696086058764,0.5871005441691266,1.037457085381607,0.3914712304756539,-0.4757209067038153,0.517846288787813
85,172.1800235989653,168.1594675610765,106.49598847818858,153.01894717293644,17.608637455218382,female,0.3821839572062331,0.7180469282070656,-1.0936260072100596,-3.4603321505382496,0.718505976729006,0.1348884554845528,0.2534283276024937,-0.3859856496035504,-1.2212937001899704,0.2535903447278844
86,175.38990920744064,169.64014867340154,105.94116586922046,150.58440116690446,20.417804000519915,female,1.1197275378402325,0.5165166670901317,-0.1935427705702757,-0.8492602346623184,0.9799418181284416,0.3906026294791508,0.1801802327058599,-0.0675149199663752,-0.2962535702310412,0.3418401691145727
87,178.2366899684037,171.34588131146,104.1231869209396,151.35238354319114,22.948937280923275,female,0.981648538263128,0.5881836682960221,-0.626889292510639,0.264821509064373,0.8728045794494345,0.3384994959528027,0.2028219545848352,-0.2161687215553927,0.0913177617463355,0.3009670963618739
88,173.51131538369708,172.10021068722506,100.95084106457053,143.78088049889843,21.02693521427535,female,-1.6109231538772597,0.2571577417380863,-1.0814815419440036,-2.581194219645243,-0.6552279772663376,-0.5491783479127023,0.0876674119561658,-0.3686868892990921,-0.8799525748790601,-0.2233731740680696
89,171.6781982525741,171.85137330781728,97.51644171626948,143.8539172322888,24.06872330187486,female,-0.6179046509403288,-0.0838777683396992,-1.1576627016745085,0.0246191236147353,1.0253218272807338,-0.2082824666090995,-0.0282734050583255,-0.3902233825869129,0.008298580993731,0.3456140990833934
90,169.51140058193616,170.97402633012095,94.4722970679352,137.5072077425722,21.61118515369776,female,-0.7222658902126492,-0.2924489925654446,-1.014714882778094,-2.115569829905534,-0.8191793827257001,-0.2407552967375497,-0.0974829975218148,-0.3382382942593646,-0.7051899433018446,-0.2730597942419
91,165.93405421253985,170.0078602635813,94.14663916040584,134.79970483005076,19.79205244973608,female,-1.1793449569438383,-0.3185162856724096,-0.1073597497349543,-0.8925833777543237,-0.5997140782291258,-0.3887950407507159,-0.1050053689029922,-0.0353933240884464,-0.2942582564025243,-0.1977079378777338
92,165.7432690184801,167.3961707694329,92.55154561488524,138.95467019157175,22.20920781484474,female,-0.0622125632803508,-0.8516378785266546,-0.5201391996262819,1.3548800091916282,0.7882028364484757,-0.0202867054175056,-0.2777080038673873,-0.1696106085737875,0.4418086986494439,0.2570226640592855
93,169.18298010697723,156.02479432980775,90.22479837377574,139.7702963122302,21.16306429464052,female,1.1095842220958452,-3.668185948266178,-0.7505636261643552,0.2631052002123987,-0.3374656516787812,0.3579303942244661,-1.1832857897632831,-0.2421172987626952,0.084872645229806,-0.1088598876383165
94,179.86988111806298,140.49984616801171,91.77795138618154,142.84932390082096,21.71035146384212,female,3.410713088644389,-4.954770689934904,0.4956871316188726,0.9826683793374816,0.1746661178302987,1.0885254538226774,-1.5813097946600756,0.1581980207294274,0.3136175678736644,0.0557445056905208
95,175.4772387781249,133.22880622361362,105.05857165728644,145.59562089650078,19.655975538915488,female,-1.3871502126120248,-2.2961178771783466,4.193880085612072,0.8672516828462569,-0.6487502920820942,-0.438047435561692,-0.7250898559510569,1.3243831849301282,0.2738689524777653,-0.2048685132890824
96,173.53085708049613,130.67850106864714,124.74740139576132,152.47922280146113,17.728055122491988,female,-0.6082442805089894,-0.7969703609270251,6.1527592932734,2.151125595300112,-0.6024751301323439,-0.1900763376590591,-0.2490532377896953,1.9227372791479371,0.672226748531285,-0.1882734781663574
97,168.21425566158334,124.581233328729,125.2933475906603,160.61378927953524,16.58644249831949,female,-1.644309717189525,-1.8857529092530323,0.1688493386285531,2.515845302497146,-0.3530760693317006,-0.5085493970689251,-0.5832225492535151,0.0522214449366659,0.7780964853083957,-0.1091987843293919
98,164.90470464065456,122.8369252532425,130.23164958315743,168.3584359462108,14.086163541997603,female,-1.0131278635496264,-0.5339718598428064,1.5117250997440197,2.370810204084352,-0.7653915172413935,-0.3101411827192734,-0.1634607734212672,0.462772989717557,0.7257582257401078,-0.2343035256861408
99,159.52964038200793,122.22142870798254,128.76125650841686,171.55393147655565,9.77924655113612,female,-1.6288073511050398,-0.1865141046242298,-0.4455736590122942,0.968331978892381,-1.305126360867116,-0.4935779851833454,-0.056519425643706,-0.1350223209128164,0.2934339329976912,-0.3954928366263988
100,159.43827607422693,131.17583600574665,103.70769053347335,171.35555798328093,5.560025433500502,female,-0.0274092923342976,2.686322189329232,-7.516069792483052,-0.0595120479824146,-1.2657663352906856,-0.0082227877002893,0.8058966567987695,-2.2548209377449155,-0.0178536143947243,-0.3797299005872057
101,160.08599456980798,131.043865661428,111.45953362283488,170.37681322169496,0.8508205345867736,female,0.1923916323508056,-0.0391991121738593,2.3025276503054046,-0.2907162658176154,-1.3987737323506122,0.0571460294111303,-0.0116433006457007,0.6839191040511102,-0.0863513660844402,-0.4154773462427561
102,160.8093997858364,140.27496853512145,109.537009256615,168.87306204751766,6.486874407950552,female,0.2127662400083603,2.7150302569686646,-0.5654483430058498,-0.4422797571109694,1.657662903930523,0.0625783058848118,0.7985383108731366,-0.1663083361781911,-0.1300822815032263,0.487547912920742
103,161.10525982717078,151.00823094094864,117.3286834796367,172.65963076009697,7.635680739796612,female,0.08617282757312,3.126192933736075,2.2694196766082624,1.1028840910425175,0.3346037859745807,0.0250988818174136,0.9105416311852648,0.6609960223130862,0.3212283760318012,0.0974574133906545
