frame,r_hip_ang,r_knee_ang,r_ankle_ang,r_elbow_ang,r_shoulder_ang
46,137.8209885935155,133.40252380275436,129.6872346973256,122.57405713457251,125.05399505758271
47,134.74610603624652,140.71059313749964,133.2642954110716,107.21607358779073,125.70936839819532
48,140.70376652255362,158.90031541955534,107.35402463626133,180.0,90.84252426074045
49,146.0696798586912,175.99632589073335,101.52621966699087,161.08155396618776,95.97293734695359
50,146.77730841728192,167.71167683672468,109.13364320590549,157.16634582208246,79.97061188736922
51,137.22697791913342,145.40055202482108,101.30993247402017,126.73282666448935,108.66505111801925
52,136.3769123405253,123.28658279092103,96.0795889578385,78.69006752597983,126.9145901324997
53,139.20967886891913,110.37922577391177,96.7156791427538,172.23483398157467,162.69326860888995
54,146.68936917543917,114.68398596735571,104.84222705791112,32.09259132873416,2.6025622024998043
55,159.5763291774303,136.64966245213992,111.50143432404789,31.534791905188285,7.389249944766675
56,166.54853025272817,150.1978420348533,110.62987994612621,79.69515353123398,20.465561710020552
57,164.62032545073495,152.10735843222577,112.33276640129051,8.371402759824605,49.70361470429316
58,162.0996774598723,148.34463801387741,112.9298347972132,82.40535663140855,43.74554837731847
59,161.02959219151344,145.16498723594086,114.66872895597433,53.06324616569725,41.97927789130938
60,162.86854774496527,151.05006070236894,121.61609489458178,71.56505117707798,97.4715591765924
61,171.7872198107141,150.24362967583798,119.54918152245995,86.05481377096243,105.70863782901571
62,173.06512381431168,147.652556500558,114.00128096561295,11.472473256461477,46.606002989282274
63,172.7330455941883,141.22417791301592,114.16091512332432,92.33730585912383,159.13871534547562
64,168.86837331814488,132.07883435665534,110.4862468322894,103.00399877636073,168.2979725039376
65,165.6147414479277,125.02612192538733,110.28255908891663,103.7069610040798,162.580663689565
66,162.79748995093044,119.3844159168144,124.19500211118003,119.76707176040011,165.1720922753582
67,160.9389598018165,113.29168549444825,128.8844964337146,139.3987053549955,156.90317808183914
68,155.4376097467059,105.26723069516423,131.47796545335444,7.093672927787107,8.337107003897477
69,156.3112484258157,104.82442672615252,130.12347890283579,42.58049078334365,32.4711922908485
70,156.6400133512314,112.59713303909108,119.9816393688493,179.49741833327897,0.9843667030547186
71,165.05711678649158,131.1214754971523,106.89373017919812,179.1830032627755,1.5875422506009613
72,171.01121400426487,143.16407050165878,98.20872815396638,174.80557109226518,1.7778407159634686
73,178.99728160291565,160.18356636896405,106.9930254512407,156.37062226934316,178.33971763101718
74,174.45553180682938,169.09873234696994,112.23100044940387,127.11311659522013,170.78774375129794
75,169.32726360181326,176.2953725579229,119.5819553488439,133.97084519569404,166.8539832665714
76,168.5846211711056,178.93028610071596,123.3106308245608,110.05133199514722,161.8502518109994
77,167.83218702486693,177.89529959073278,124.2505783254596,91.87664773939997,152.6825146766833
78,169.01120167527642,178.57033972279126,127.76507135605507,77.2056006092348,150.16057129793097
79,172.84884506736728,176.9660695425719,133.4587813562761,68.25830469683547,149.2109532154397
80,173.4126690743047,176.98721249581666,135.0,71.24134965215774,148.01974651816172
81,176.2235784655551,172.66888461371408,132.63862534182437,71.56505117707798,143.57277616895954
82,176.9335144988741,173.15854243100645,136.20992381864934,43.18925564603086,143.31568064555907
83,178.49672651498278,172.08499106809808,139.10811217713587,29.068190956662875,128.08485736266573
84,179.20342551562973,170.81945804237384,137.64762966529221,24.883274831544497,107.60526611057708
85,176.83421124231347,168.5085609118866,132.27368900609375,27.710814015253092,44.37040139158972
86,175.68437208245203,165.55077900912585,130.5587588105672,60.57254359681026,32.18263176720484
87,174.19327309446842,162.89727103094762,129.20720350496788,80.53767779197439,15.269049113557173
88,172.79190621365063,157.97248846186056,123.02060339699466,93.0543880006167,0.46580908276501987
89,168.97448990871632,152.90091574396993,122.29288649868343,95.03823907333104,2.8829634525395336
90,167.28175065362655,150.2383997716639,120.92430569173024,87.8524145717015,12.130003619414685
91,166.13088315583548,147.6104183075884,115.4336837463955,85.96507248386905,7.869075551790501
92,167.3196165081802,147.09475707701208,114.77514056883189,45.763898460929994,29.538782259558104
93,168.40724033833476,145.817077709828,117.51200262385146,50.84083750390829,80.45789458183583
94,173.08671875343475,145.95812070554277,132.50458981166332,140.75240469381862,95.39873153457211
95,174.54435779401916,147.31381006811156,130.20479038987133,67.24902365721238,96.72491266045807
96,173.76380963373563,145.10775212074486,129.21760767763593,17.10272896905235,93.69138598645128
97,173.8222448806987,144.22348455220754,129.41426429575932,4.7636416907261605,93.6329507394882
98,174.74023128080063,144.2787360100215,128.3333401090986,6.060550790856852,90.79528178631824
99,174.45030003638772,141.6763143133296,126.97276248956805,6.4387396011090985,88.24196858945447
100,172.56859202882748,140.22114852938546,125.85114701420619,2.00802339527715,83.418055344822
101,172.87498365109818,143.9884018841875,126.09652475498928,17.64520739341571,74.47588900324575
102,171.48988281097522,145.99506786048505,120.85765335796728,42.11137845015705,54.8087915083708
103,170.53168356910425,145.87454683606734,118.13134236406106,34.84801602923692,69.55896440234403
104,174.60536266055078,149.85861444792465,117.89727103094762,10.491477012331586,107.07342166750959
105,178.78112476486868,150.48036899886233,113.03943597990352,47.72631099390628,122.47119229084848
106,179.1449026037333,153.434948822922,117.1811110854772,17.201599931333135,99.7645578798884
107,179.1574757392596,154.44003482817618,123.47627829610266,4.398705354995531,96.06870285828427
108,179.169684513742,156.80140948635182,133.17203175569497,0.0,89.16968451374197
109,178.48114960256478,148.60809004179904,132.51044707800085,71.56505117707798,70.74659571538939
110,171.74003856543567,131.8158641929482,129.01748307414252,60.8323866204222,36.03958215958602
111,166.66721642943614,118.30075576600639,127.87498365109818,133.94559549647815,16.61664585847018
112,162.76626219605288,125.60078753322937,124.30570038933465,144.41828241691914,8.024876063806175
113,158.19550062638842,141.36176395103254,123.95905981967627,146.346473144776,0.11334461873832424
114,161.35126194720084,167.6125882515031,131.98334716629998,165.87249707192848,3.219841132573405
115,161.3090395675829,177.89637812451033,134.86918794529527,163.20162821869468,5.274650077407964
116,160.9738685974499,174.5644501891247,131.57841697086764,174.8304325762178,1.484927105635865
117,155.87775610864622,159.76290572393714,135.45835645800042,178.34769532234867,0.24696303742626924
118,149.39808347814795,146.92022595903046,141.75616449486157,176.69325351975746,4.318487305186443
119,146.49555530033888,138.21432140465924,139.3160275198656,174.60841568015496,7.737646984572832
120,149.98649423871166,141.19092879493266,136.00951278261638,167.51891603714068,12.517812021619067
121,145.87619109306948,136.75212859530686,129.5418507326838,95.38931175997342,53.94331931335363
122,143.788387605666,137.03152682938506,127.30394827798344,171.957849481182,2.529038313181569
123,144.98783578632396,140.75914708220873,128.8298249049704,176.82016988013578,13.251418864934578
124,147.12709103493012,144.2726017772003,132.08396857526841,158.17585860469885,27.678480057335094
125,144.61796988298374,143.01481925115024,132.33362180799332,146.82148834060726,36.08934948556055
126,147.29785741292193,148.43347487341296,135.29945256701663,130.6250269743972,43.69286206103919
127,148.62436262855636,153.49825905076113,138.35504602476954,140.4884393072851,50.003037705046495
128,144.68982627908687,149.58891873287465,140.1944289077348,35.128582973753964,59.681499485595054
129,143.11833609915902,145.49147701233161,142.4398251562909,53.02723751043195,74.99692581345334
130,142.24255938336597,143.90766544146965,137.3613746581756,78.146995832256,24.86369657175186
131,145.42532679101112,148.38830271938218,142.4266424567933,101.4965630175858,148.73626830562256
132,145.21799088166475,151.8292428383855,146.00995731171628,103.79948539601935,163.92642583525364
133,145.4258085258848,154.08693524044637,146.28602935504267,80.53767779197437,175.50741852008468
134,147.72215606243847,159.05252941304886,151.90742338070908,41.030736543280504,20.15075290263144
135,150.4492469324198,164.64398454521069,152.8576809055576,30.934892161964697,21.394672125536317
136,152.9339651085377,166.8308914888571,151.8056699094081,70.55996517182382,12.816002193658676
137,153.7314314522589,156.72978979926236,135.37880955160875,163.81440520086383,7.9353883203064015
138,155.02939881269467,143.85853349158558,133.32760563891074,142.86693461391266,8.006001766823772
139,157.16634582208243,129.9575489308291,136.62420882173043,131.52368725079887,7.765166018425305
140,160.31754952438706,130.4341613751382,145.7842978675626,125.65997382719468,9.526742890923344
141,168.82491260418053,144.27064482045836,137.7209204793382,86.90764428471118,16.308446427391857
142,173.9458081058852,151.92751306414704,126.5813371222003,71.0544071264514,17.687825893055276
143,177.28700470280384,153.8948481028924,119.03165212560342,66.64161380038178,17.780259658587113
144,171.86989764584402,150.2551187030578,122.35784767211013,84.90788487550105,13.657642505812134
145,170.50536869740114,145.7197822254009,120.25643716352926,116.2026793288361,10.36785919827446
146,170.69005982501398,148.39249775375112,119.03474421095984,122.40541071296289,7.3350061641040725
147,171.9609556683537,152.94471260411626,119.08618361793319,114.55940380568936,3.2562059319512286
148,173.1282629969168,157.38584123454336,119.55755339993044,90.67802491075133,5.076730265746846
149,173.1282629969168,157.27371656453852,122.24788024979236,73.19711804215291,11.452957088360222
150,173.40995089211827,153.98985427663214,128.06986650333684,72.00833656436316,21.145432878412635
151,172.6801954474027,143.865191049924,125.17048334829369,69.20885630358686,21.98467716130051
152,171.2035862064655,100.74289520145288,94.1234920212026,77.4225127957535,22.7191391148516
153,169.75731945793606,61.365245992074406,68.37521072952228,90.46580908276496,12.715191293383896
154,169.35896570263068,32.64171494068238,54.75938126766988,143.84181456019166,19.913636074569638
155,168.05015098614916,21.57351895653098,57.90241252726793,135.62005998608558,15.659799638450409
156,168.88509252362138,16.547408540832734,55.091057238888936,133.95837332399003,17.57125877832243
157,169.78524364573568,15.423759215369694,36.11418510581393,72.86700384965684,105.57782577431101
158,172.3928545770437,19.51648200789812,41.85288539590641,108.86899945506144,32.62403890105634
159,170.56491091864314,31.065985124996292,63.06393600992607,79.01934998982642,22.437138196427043
160,168.8058669991587,49.006522049882,72.5002434409576,67.16634582208246,25.390868428602346
161,169.15336561832157,100.76814456110783,113.19859051364818,60.73264108672885,26.60852292860966
162,168.44791589487622,137.34198650444574,133.55587446906415,64.38451567935783,26.77924000927277
163,169.39655988017705,152.50367259585954,136.12883479666064,60.79020727849371,16.12075618530764
164,169.63680754375136,160.22504339617828,139.42262510569873,81.00620760124445,11.006938170424064
165,171.96146093907277,165.37350050529776,136.6554865391193,91.50743575877499,7.30023225380711
166,171.56276429771478,165.61463288034938,136.94148639091438,85.03025927188969,6.146625659646645
167,172.13667684397808,165.37350050529776,133.92917554521304,75.7163364434997,8.984041253556654
168,172.22671728244876,164.0472964300251,130.0392012584754,58.658099253335024,10.569991220827092
169,172.39858848076813,165.15853701995383,132.81109352051178,49.82685878112295,14.902654239031108
170,168.69006752597977,163.2205377161973,134.7140001482049,40.57242300244286,21.842644297162224
171,165.0745117092234,159.93357335691292,134.41437358519227,37.08998278431409,28.987181466614686
172,161.1849852458413,157.2203305229852,132.68764995479518,32.49325458452631,32.09259132873416
173,156.89292985637908,156.23740034278882,133.1323211605658,16.990823291986146,42.4968602204151
174,150.58630449147313,153.57058663506655,130.2506840445705,41.63353933657021,34.508522987668414
175,150.9668309090935,152.42986281766784,126.86989764584402,158.07822140604085,21.361423194750955
176,151.81225351449427,152.7043302392478,124.06090881680785,164.64632214040577,17.107369994477665
177,150.94378615239089,149.86119491268911,125.4563380119888,139.5453353087488,17.498987536973516
178,150.0730239241687,146.82648448460515,123.94136319318872,112.7881693135538,12.807260513884046
179,147.89990424908618,143.9128651420596,122.14884888225592,127.81946450227983,21.63737573335453
180,150.73007283718636,144.9209608931717,122.14884888225592,99.61456927090092,22.939100532791713
181,150.34495667344956,144.45873067167273,122.02152513736851,109.09349200048564,24.210806850458255
182,151.1943782231314,145.7346929720206,125.27242144859838,125.94585229307131,29.908899124596076
183,152.93615461180266,145.7346929720206,125.27242144859838,128.6356226162218,28.167122735924806
184,153.6331053730738,144.43205502673487,124.99202019855869,143.6273531440652,29.417389121067572
185,152.13219620926796,144.56203363797465,128.6090478868494,157.63717485068992,30.86430637460171
186,151.12058360904464,145.01628594512235,130.0637068918573,168.69006752597977,34.496996981082134
187,150.11508041466485,143.59301654103052,129.49523090610222,174.6106882400266,34.5203830122378
188,147.68506853858258,143.89323297585483,131.32007011433842,175.96434682585888,30.546498331901432
189,146.67529748656563,142.93766794315556,131.32007011433842,178.7811247648687,32.75366714031958
190,146.9798278494014,144.29866718461514,131.42366562500263,159.2539197243166,39.18533690245414
191,147.55582764561254,148.46520809481171,136.8476102659946,80.32173994686605,44.3612227502212
192,148.46520809481171,153.10067152171436,143.449538261193,74.36607174533344,46.46880071438585
193,149.55968587750877,158.0505124026557,156.4854433170634,85.12072621699326,54.62524815612392
194,150.0925779206165,159.4174657487795,159.61301372505037,77.2592483271834,40.31513339187353
195,143.9827370399746,147.8599934975669,152.1394570278121,63.183653155713046,32.895132497909685
196,134.39879374779548,130.6055567724617,146.26558590430523,70.7693276243387,37.987268127813365
197,119.80507856362763,104.78221612583246,128.18845287332994,76.57981644047277,51.06238710308622
198,107.38272154751238,86.05615600113796,122.58836141077339,88.73400099960526,67.65404417217047
199,92.24160030306876,68.95208480191006,116.19619932303775,101.50922133820899,77.40125037536166
200,81.15818543980834,55.21588994993665,115.76754131788525,101.69211099385666,80.83765295427827
201,81.89970814238046,53.13642081239162,116.63822582377236,103.50207867968595,81.70842969437206
202,87.97738370490345,57.60386763937312,122.89390171578981,97.49585763972988,80.99710620381285
203,93.14956293857347,64.73690149550089,127.87498365109818,95.95410743116503,82.79656469115025
204,103.41021170573367,73.33132166308704,124.23746277685754,79.86351088343963,76.77950872509166
205,111.96724340681291,79.29727256939938,128.03624999507875,65.06463148041786,72.96826948223264
206,123.69006752597974,97.86907555179052,135.7440592028887,52.675555271752216,70.20112364547509
207,133.33971763101718,116.56505117707799,141.00900595749454,52.125016348901795,80.35034989496262
208,142.64939393142365,131.934990927856,143.26091440886069,66.85153701469335,81.90646163546444
209,149.4280717204479,151.3850249443749,152.54325771540013,28.92642583525361,60.461217740441896
210,159.96177111239749,164.9315118405078,152.24145939893998,31.682366027050623,52.982528232293646
211,160.1262515226385,169.31508759999727,144.78240703180728,121.74971431372737,46.883076544047924
212,160.58121731458547,171.72410717292482,141.3401917459099,132.40573071675232,36.25772474448388
213,159.91373832499633,166.9375675516167,134.45015335307224,139.59264584088967,29.587212415530246
214,157.63248159059316,160.9843705911853,130.95551442581888,138.28527647473845,27.427387255670965
215,155.75050535727146,157.5846016711579,129.07763697853355,131.67211909979142,27.5507139443435
216,157.73600488258145,158.38522105721378,126.67008754211594,136.57474506575318,21.90812528679669
217,158.5611961333814,156.1262920680291,126.47498755596413,138.26203347739676,19.366505420999488
218,159.71921708380006,155.74102366093294,126.08971914886794,46.877877447285364,16.876264616711182
219,160.3485717512496,155.50735538255702,124.2505783254596,16.873815067204486,12.457060576630568
220,162.46727233860813,156.45826638111362,123.84091170448562,3.7401621774319382,26.218508349387434
221,162.7795245335454,156.22559189310684,123.40449962572052,15.499275376500862,43.88639939056691
222,163.8315391770152,156.22559189310684,123.40449962572052,33.39279553186185,62.78597544186039
223,165.78666319685004,161.11136104803842,130.20495762945464,48.955133988561386,80.6349226165471
224,169.6108803890223,166.83596069794382,133.89118787224007,44.35745744786459,85.06712985676398
225,175.2075901185818,174.40066066347944,141.3401917459099,28.33424248312457,83.83724550204244
226,175.10273966271825,176.2107577105353,149.1026348397335,16.75026450502571,73.06019697904594
227,172.84746406651263,179.45260474912226,173.93821121127135,17.42986281766781,35.10750662218351
228,165.7057853823864,171.5102399984283,179.59933674420785,167.6091433393191,24.91966436983239
229,154.15706173624247,146.832725010303,161.05349531049094,175.40110056271774,14.017173480441897
230,139.31745126510086,122.05668519065446,143.2165212622475,173.91661032710817,10.84412339125521
231,121.37300514010846,101.83635020198008,139.09272279252843,169.0923382045019,6.911227119024659
232,98.52962991560707,82.611263966621,138.57351456204066,162.5745639596944,7.20398272075596
233,85.43288820129038,71.10327093414541,141.21212367623758,7.628149668580704,2.8089888290361955
234,75.32360686254998,62.64322337073017,139.6736411444415,176.73441208360455,13.57043438516149
235,69.99875999009492,62.137649929635444,142.39400864259827,148.43102887068164,23.735875339447716
236,74.97930733337859,66.2210853405209,142.3818184219199,132.47917209228982,36.70758708990735
237,85.84035770628736,73.85566121971652,140.35709554376442,86.57878072357073,54.35407120144748
238,95.09008548966568,81.3162461864688,146.52903572535428,67.75097634278762,63.372603059157655
239,115.75102518780645,103.41643971612477,147.1460973674946,68.31628915563618,67.64726056743262
240,127.73840279058203,122.74690141805158,148.65965691285393,23.198590513648185,73.99138700868036
241,139.91996235552165,147.14427804956702,157.75097634278762,43.958373323990024,66.2605591619718
242,153.01976928177714,168.11134196037204,170.1150417984952,18.299498059860426,57.22549911395731
243,158.4243113925642,176.26860300083956,166.34235749418784,12.828782871455422,49.17298447607948
244,159.4956937762079,177.35745470593528,158.78056782610335,123.57481341034946,32.42159170262181
245,155.29905454196876,172.15619522311658,156.48741254871402,121.39691224859045,30.460228432557358
246,157.95902767478069,173.26951606538435,158.25115543423368,104.90080228417001,32.90949766538802
247,161.04089610683036,172.86139679351248,152.95077066244104,35.134193056915635,34.265242867259474
248,163.45123476804437,179.10862414962426,157.3165966477167,19.622256138650812,48.33489274402734
249,164.55001660360685,179.6437897957147,161.12090674396606,17.59878392944762,66.38185642108829
250,162.1047128898053,178.20113349148662,167.0925913287342,55.838019840022184,81.10168693553737
251,163.35790864432022,177.6029714699404,178.96339816760906,66.00579983787327,89.21665531537417
252,161.36927078784615,178.2802096993436,177.4927922574278,66.22365650276623,93.3572248707776
253,158.99852027441688,177.86838675699687,165.63395715269107,61.55707137563667,95.47736872882888
254,153.92836532390484,169.94313898475176,157.65060119207408,37.80433537677567,83.99377107718306
255,148.13221646362356,163.54503861708017,155.05609473657543,37.14338377651086,90.65765393340683
256,144.3961799233947,159.48668093171602,150.0905010083213,40.60129464500447,62.899489837357464
257,144.47090430249324,160.395160079107,148.81330381672896,96.00900595749452,2.008087116160823
258,146.6258986433086,162.89727103094762,150.36846332179613,90.0,10.385384554610766
259,146.43380548203373,160.395160079107,146.99277948293332,45.0,53.78050288802109
260,145.0066924583379,154.88764899903674,141.73857570160814,3.2519456003638787,81.08107138204616
261,143.68562578492654,150.95107268476568,144.08597123363472,25.930806462651844,90.27154194568453
262,143.66413543310804,148.43681573860596,140.36223253326833,38.290163192243085,93.22452260651988
263,143.66413543310804,149.9827160985451,139.94166832491172,37.68254924009773,91.43461199827385
264,142.80304125965307,149.9827160985451,138.0940580589171,21.037511025421793,88.5580766283187
265,140.00566953910808,147.3050845997338,139.94166832491172,13.465208094811715,82.89542452768842
266,139.22782246309944,144.24420942099454,136.54815769897795,3.6329507394881944,70.53612882132734
267,139.20022811856623,143.43391368382552,138.32684486012297,134.10482628978895,62.57396247220231
268,140.9613694160488,143.43391368382552,136.59114027119458,160.7623607251132,56.37288100891374
269,141.61445364314773,145.6756877595941,138.17983011986425,174.0938588862295,51.78754511035265
270,140.9613694160488,144.93683147154806,138.0940580589171,162.1811110854772,54.62756625913738
271,141.02431795094233,144.85556091681428,138.01278750418334,94.40808733943982,36.65610841596691
272,143.3438915840331,146.35667908821645,138.01278750418334,146.4087182028818,97.59464336859145
273,145.43747535111817,148.29988057722994,137.86240522611175,101.30993247402023,168.6900675259798
274,148.47979831082256,149.75106326573973,137.86240522611175,101.30993247402023,178.40885972880542
275,147.05101428399936,148.37314879753936,139.67137803534953,132.2208331359279,57.923471406901406
276,145.56376688609097,145.44142732928222,138.20450530331422,171.51567786502957,5.989845626190119
277,146.46217953689555,145.44142732928222,134.62119044839125,173.28037155267108,2.4801878061111324
278,144.83991639829753,143.13010235415598,133.1523897340054,178.12417117183253,8.781662968190062
279,144.45844274567708,144.12814790618123,136.43209618416466,173.59564727361584,6.367711330495467
280,148.10691438774427,146.50481532625884,137.93567344642116,165.5679370638641,1.8024192380032673
281,150.5378364150808,150.80809752157492,138.86298287150504,171.09603804262508,3.3058302315496917
282,157.08085627897583,159.77514056883192,146.3099324740202,9.46232220802561,8.615648184164119
283,159.2420474121133,166.85313264251414,150.37625124882618,22.09423034158283,3.0191318491372385
284,161.31441507012417,171.28086951117493,159.48447512692354,100.04934858812489,25.71313211217279
285,161.3913529406582,166.7874599529405,160.81418940422998,160.25316339457387,32.656892247361895
286,155.0621044001807,157.92552333410913,158.63400881531476,153.434948822922,23.46487417124244
287,140.6078012005495,138.55142798091228,153.3157069981717,163.7203267978695,16.0926166875637
288,121.78865188179921,109.02343943596212,141.995192297258,150.55198537038248,9.68760988652241
289,102.66325199782278,82.4270513594566,136.80062160116012,170.65313512589876,72.58693084478466
290,83.37373735996715,61.80908594552244,129.98961917029067,170.27242144859838,73.72613066530437
291,66.20232001206273,50.650022528398715,127.82727693480157,172.0068494872951,80.08779379117641
292,59.733116933302426,46.76041057225404,133.26657783864928,173.6321068318264,82.19100753970429
293,58.40199875350038,48.88197688772622,132.02626891751987,176.67315513987703,85.22902960894118
294,70.15433811133619,57.72839524590872,132.46372406219365,176.82016988013575,83.64033976027156
295,83.01541420203552,66.40098971290912,125.8376529542783,177.05653262334036,79.39458146836813
296,93.22079468355605,74.55489125118405,132.4508438216602,172.27914625387896,69.71858009410187
297,112.7043185521947,96.44411384388276,128.41805534482197,164.23074340215823,59.760449302092354
298,130.71592773589143,120.41108126712537,125.53767779197437,153.94650468950906,46.516641871841216
299,141.83842438881177,138.2212887085136,122.40273858445471,151.31385242626055,40.5490968645654
