frame,r_hip_ang,r_knee_ang,r_ankle_ang,r_elbow_ang,r_shoulder_ang
26,151.6662824775189,162.93450630077507,104.19503630872553,169.89981222422975,40.70521674297731
27,150.0238813865127,151.63003146292033,102.49536008918392,170.19722845750212,38.82851755820127
28,151.8978848216062,142.52935180065333,103.79174439035225,178.2439616745534,32.74513103970162
29,154.29383725830556,142.46286266525277,102.02609241949062,175.89731510138472,24.7799217912945
30,164.01008858033018,153.09390654406317,104.35177463063859,169.44883786717094,19.65687349013905
31,170.1790501745086,158.18202318754095,101.51156221444144,158.9076604941725,12.33908727832619
32,171.5837599771622,149.99717538780996,96.05316674150244,154.65017162103953,5.031011903830802
33,175.31204621704805,157.8207997678069,101.5858152586636,143.60427583732616,0.9221057748117928
34,177.048107557892,166.17620085186044,104.36817539367877,136.4718760291569,7.606529876714441
35,171.01238796454217,170.03253159997945,96.16323015209234,132.02075148487162,13.599197324267905
36,170.41645925352555,169.13609272117841,95.44465815312775,129.33976200950022,19.874062141450988
37,167.91049962749804,172.16801450351153,99.69626003118078,130.7417337584327,27.222821396081354
38,167.31529130194127,167.9162315913719,101.85058326752169,131.7712063401951,29.982133353343382
39,168.72078912062975,158.92751095177223,103.45990524962862,133.9509625483552,31.013983665060692
40,170.81081027555203,150.78448840841577,116.74599368594608,132.70938995736148,25.660358985251655
41,173.4317296869564,143.98797544251235,135.93460964275533,133.88887994386775,20.84602896682998
42,177.40502594661862,133.2511584591888,127.49114727012224,136.12541818731708,14.875364077970998
43,173.7593885474646,116.00534111816751,112.40888682543638,150.25131798800447,7.455685972613373
44,172.39035575002504,119.94896513527786,123.08851888019977,165.76087351306936,1.6163187120882394
45,172.97305149244232,136.15783910706892,109.15163568912328,160.69654603234,9.498047360110888
46,168.18472337387595,135.05275852976018,111.24432314873066,168.37992027025922,15.237927539244765
47,162.92719484688405,142.76812184691596,115.50533047569137,167.97548916492437,22.864059179854962
48,161.17661116559796,157.75786244088718,118.16973159320419,166.70164499512802,30.599095635025265
49,161.07860045937653,171.94631529749296,114.05081960591629,166.08152625838133,36.81194643772193
50,158.74526039743307,177.32210947867733,105.58056208222658,166.82410629920284,40.053293264288754
51,155.20006716763217,170.76142542885145,103.55956314600971,165.83976706415402,43.62589142590184
52,152.09827482279343,160.37186271559898,95.77344327492688,165.60286405844303,45.958579700927714
53,152.56293951008183,150.70746139677328,101.64172389192278,169.54267011342142,43.23596522643459
54,152.08452584701527,142.67595851592708,102.02663123459324,169.6669423296832,37.332237165952904
55,154.8957776951716,147.63010830584253,109.06031872646602,175.9884562835777,28.65154332194419
56,161.3857156613238,145.79846997221946,99.54737047725709,166.94253307065625,22.089157954406176
57,173.73661220207265,159.3045492659367,102.14909160744135,155.84687358301164,16.461379365479104
58,173.80470465004197,154.05786804461584,92.92567690710177,152.00637425382237,7.817282845408954
59,178.22395574664125,157.56504568333378,98.02723751043196,147.3991142647592,1.63657704161672
60,178.22712522846683,165.49675125290273,100.43678125224712,135.79194124981493,6.544923113766852
61,175.31501288098207,167.61324880812316,97.99877630496228,129.31487828795093,12.049973326368976
62,175.3926311201315,166.63141201514046,97.97652414391062,129.51156069271494,20.433897712780578
63,173.94661569050595,164.61082345036743,96.31225349012092,130.8354249038339,26.199360014491205
64,171.04768787395332,164.20180960321844,96.91122711902469,132.28843719907803,29.882215553139783
65,170.1427677020945,157.4794343971031,99.95062668795161,133.99527001952345,30.88392157992417
66,171.74552553398215,148.22421519412813,106.97625247135348,136.86708236876532,30.06932981385105
67,176.66929009005025,137.27327521135098,121.82891350823049,129.81940988087203,25.69445350636343
68,179.30289562570147,130.44994829660823,128.82193509787166,137.35916613258163,19.85719905114205
69,174.91666742638483,118.45271441069232,125.45547443444187,143.22741510297269,9.928421636627213
70,173.91893400820976,114.80447573717206,127.11660749485189,155.75894679462942,4.459877734460073
71,173.03263805311866,124.9059504572462,129.11434021189476,165.65066795705286,1.7788003156738341
72,174.86801461404963,140.7853532547425,99.72309038023458,164.37978151362302,10.796706955756292
73,168.00484435158117,143.10975102437732,120.74937605719337,170.71048734711647,15.949578990607563
74,163.45972400979807,152.42986281766784,115.51527268516814,171.82744585352847,22.105456406288226
75,162.38560619828422,165.25694513636014,120.90724487044497,170.99250603537578,28.270723386162672
76,160.28826714746353,175.42258006982084,124.22632418217253,169.17522855101478,32.09718291923167
77,157.4170272044977,176.0719387138921,121.9375675516167,168.7324251669914,35.39822703817475
78,154.6291772644914,165.3572071985458,114.65589874408161,166.34664727494928,38.984621755734054
79,153.23704649310477,155.99802441940932,108.6667227750708,169.21447584603663,38.0609668968753
80,155.2476627839088,148.95430309947275,105.41938863333318,170.95110979511819,36.34046196012423
81,159.03616252385078,153.48187542804942,110.25359521621807,171.30753946250658,31.52287638502878
82,165.69349542557939,155.67924213467302,103.56416089569646,169.60939573470276,26.135782765068768
83,176.88415723019574,168.25484956952226,106.10065339145147,161.61776117095962,20.54785408194323
84,174.75916200007075,163.54424731541715,103.48467658863026,157.11077343254848,10.284045968865257
85,173.03020964567983,151.57911847766835,94.8675586389022,149.69126120786964,4.824089235023791
86,178.71494364270848,171.75761316912886,109.92094957352637,143.9681475438308,5.417081819567586
87,177.5822272799036,174.53463340336666,110.48898035027422,136.13649152944294,10.407850564120276
88,175.79487220448289,171.27735796116627,103.76367818051119,131.99266041626362,14.72965323742991
89,174.35377787579117,168.74386392980924,99.79162438540955,127.728919320969,17.7301998269459
90,172.5645922793713,166.79682741468207,94.15085205094341,128.06986650333684,21.654693174045864
91,169.9127549578032,164.14293032199168,90.44802594264824,128.46373569102875,22.71159533922759
92,168.35930413066947,160.2666740714953,91.92685749002891,128.4708162638988,22.046673734180416
93,166.15884610233275,156.08096868005302,97.14272313209389,125.47815845155858,17.584888352646864
94,165.29748549180425,152.10272896905238,109.23067237566129,126.60195363104151,13.710146934876853
95,169.4555152242001,139.74827110539673,123.6683151430032,136.90971535391157,11.18134773318943
96,178.17524646587017,122.21964404405429,122.56629170214897,148.3988167230047,7.669321712519799
97,176.40485209598978,116.07870396586611,120.54175558878634,160.84849021314974,4.077589658692451
98,172.97149470163907,117.91452548807774,125.88993900524096,164.28295702496862,2.9138689790381136
99,172.8851635348252,126.5537223625289,128.7069178739891,163.92251031694403,10.706753911120927
100,169.5575114805506,137.40965583803774,102.6566519815741,168.0273889233035,15.418729063580258
101,161.565051177078,132.37003946939134,112.14518003822329,171.64063373785956,19.24760041717576
102,158.84110751545023,141.67962902428022,121.55270136637027,173.19506847487986,22.96451918053475
103,158.75081617957173,153.3218651944035,125.51562428303761,172.08978168510305,28.105037242641345
104,158.99031596584004,163.21813842893945,130.63659703087177,171.6642589375392,31.031749909387997
105,160.96694722228534,171.23347242248772,129.5130758732837,172.55185261376187,31.904868289673118
106,160.6974608956271,173.2371499605519,128.49905174536346,171.47897493641264,32.72661974853071
107,160.30494113113627,170.5059701142411,126.55715086378486,169.82515610818908,33.15825443311451
108,160.36864928047382,166.37535065839708,119.35810964501515,166.38145833855896,33.133815298899094
109,163.5791615390276,167.1231529703978,118.97413255155026,175.07173180841244,27.690643031321258
110,166.34020334674696,169.44398310513182,119.88872836990193,172.5107102154452,22.268037321979705
111,171.60402586734045,171.17962044797895,117.26131977714995,167.16181468919274,18.38972722259382
112,173.42663769639248,175.65951636948324,118.84123730942926,161.77399717576372,12.247226786296721
113,177.21406882284515,178.33787335322225,115.25792453312502,155.4625254636843,9.535923859987065
114,175.33951202520163,175.83356201258877,112.33544256530391,153.37932186999888,4.563776823124215
115,174.9873011267907,174.63946922398392,110.43560188941409,152.54550965322625,1.3420682121749832
116,177.2701945391364,175.6277363929287,111.19982718887924,147.13421491532142,5.264348148375606
117,176.66389706927805,173.95005794707578,109.76305200920906,140.59867421248833,6.305223997110718
118,174.55429791610118,171.86989764584402,108.26442617308813,139.19846462954658,10.236350065574406
119,174.40485918908098,171.05705518844718,106.93205692230106,139.5181189089218,13.229267722181879
120,174.5123762252154,169.38053886324758,103.04761358031307,140.25675771590642,14.95281716015307
121,175.82977347682834,169.85185753338672,100.42371721006599,141.53019872375,15.372564572777794
122,177.80161576315294,170.54182755509547,100.40995785340458,141.7245412942912,14.134593164512694
123,179.83953613243224,171.8030414573853,99.68630504191744,141.86279744311148,11.87717181947262
124,178.3028438103997,172.16392339957025,99.75681342915873,140.3424262314748,9.272601777200292
125,174.4340966994772,174.69505289160946,100.41607855067538,142.32943706052177,5.216580050487521
126,172.89248097355937,175.01460245245588,99.91402183791759,142.3002322538071,2.159264739050081
127,174.34456957880184,173.82087705323028,99.48298339855636,151.9205244956005,2.200652828211336
128,175.08739049449264,173.0094982452762,98.7508624905605,165.45296073791107,2.523982029230153
129,173.8481566207144,173.84750378523412,98.9726266148964,173.27489110566214,2.129390516394069
130,172.98458572233233,173.97761655512,98.5408248643861,175.56191082704115,0.3803377065999598
131,172.61197348063467,173.9741081298495,98.45597245986981,170.01041833899458,4.978238295729341
132,170.57912669571985,175.7921745886401,98.89093116715239,165.47950658109653,8.851929973723372
133,170.6654583353654,175.08056284062675,98.28234941703133,161.48793711931583,11.151262761905741
134,170.57912669571985,175.18359283851905,98.28234941703133,160.3230608226549,12.299440700319963
135,169.8134304069382,175.9988948247756,97.77172520187422,159.06777649720317,12.605704833466973
136,169.37302314907294,176.64895563603642,98.82974466790907,157.18775413327194,13.22346379318958
137,169.37302314907294,176.5613882293815,98.74217726125416,155.85872016703556,13.320520356786176
138,169.3365615404572,176.73513717648305,98.04943216257676,155.70457941153884,12.899990916462059
139,169.39567503974374,176.5898421367499,97.9632506221301,155.63733328855585,12.806235272765662
