frame,r_hip_ang,r_knee_ang,r_ankle_ang,r_elbow_ang,r_shoulder_ang
46,158.51029608734567,145.57964426344597,109.51415868344789,162.1159551562966,37.8725433174842
47,157.50659016371594,156.91066337662863,111.81971777124173,158.374731498384,33.07800210309193
48,161.51135318013544,169.89070150750482,115.92659091209285,167.99467076892665,26.021657587006246
49,162.23957388090827,174.69311202122165,109.76569300561167,165.34324888423959,25.890569362392625
50,163.88229353009274,175.2138009169302,110.71341992940465,163.36268213691426,27.558025743278677
51,159.0512641793166,167.3973113859408,105.17244451063974,162.9859619551622,26.43247024772637
52,159.02110656066762,163.1775488607405,103.22267288129626,160.8819743967006,27.154330643732465
53,163.54283326013888,162.18878295619479,104.19959661489119,161.3381383851592,28.098119555580695
54,166.56897112931836,160.85258351575501,104.25633359405613,165.04872090887906,25.12917795481519
55,171.58639517076637,163.7203267978695,107.81888891452277,165.29517478105672,24.09841903405305
56,170.63938993102013,157.25189858028946,106.43908539395558,163.5862077087695,22.70156039578444
57,173.41117338226871,158.55226367289464,101.32984758601386,161.23108835398503,20.127800342015007
58,176.92364069057174,162.23636189035693,100.66254167957531,163.9782979475566,14.949682964944373
59,176.77582331042078,168.92979742206063,104.12548915823143,158.5081742251683,14.809769679643523
60,175.31524801746286,169.6196529220289,101.05911807826858,157.02585317644443,9.717444991874174
61,176.48189105075687,167.82093523143158,105.68833359589253,152.764068717194,6.12890093903377
62,176.99232546603756,167.71912772529666,103.78159723565363,149.84725190153014,3.2124122357856777
63,175.9391930111522,169.17911797427382,104.37107109375788,148.94823158705375,1.128428163393184
64,173.6891957260453,170.78421576918294,103.00567476443392,143.68999098674993,1.8775014487847912
65,170.82375061735704,171.85423144348485,100.44142732928222,143.95149094676827,4.279593596280768
66,168.97046877601952,172.15498146577715,98.1212886358833,139.10982882044502,4.63546342690264
67,167.83721363874423,172.2153689385457,95.1944289077348,143.45502767717747,9.878232523810565
68,166.90964993420562,170.69042944817812,92.51335249673951,140.96748454868538,9.110961518680496
69,167.24262611781796,167.0603184368912,90.52113504098467,139.21909534924848,8.4227570256408
70,170.17644620079528,159.66395803181285,87.49614101599775,141.42874774882986,9.238555884900128
71,169.70701819480783,157.16929268107862,87.75657026579596,140.10918785314584,6.838071802555419
72,170.43172722122225,151.27546807161005,97.44850412228261,141.0007118377619,3.805780714557738
73,171.9699976829152,142.23075436253308,105.58732106903024,153.42951691361773,9.205103825975115
74,178.17692601421635,130.78582147726596,105.3955492539951,164.17832998542318,10.692967995397026
75,178.39234159645613,122.95073325901524,109.75275192437198,163.52676071160624,5.779350052308582
76,171.66379860845993,109.38979007679416,107.97536686539206,160.75239958282424,1.1838204742340395
77,168.4231441009008,109.48359839295193,107.29892078323392,161.36896782380097,2.90893746863901
78,164.38266335569983,113.39614476903634,109.65855611779752,157.5973842614437,5.393240299136437
79,167.10633163737097,120.51632632996328,110.3374308118583,160.7363368471887,6.841730818153508
80,165.3224067592978,125.14402154116297,107.14738662136,164.78186486891386,8.344714306725564
81,161.1053053243147,122.29458626016947,106.36300877995622,163.02954853987114,6.673196685267101
82,161.77060116835696,131.81336234527456,105.11641166578256,165.95123505416782,8.211315311125134
83,160.32454836502092,145.73714857247847,108.21026064329752,164.9652272281244,11.18064834890265
84,159.71124076873372,158.11837301437816,109.34258327466583,159.69987629498337,14.895452299616977
85,159.61994193175786,166.32044055913113,107.2030557647385,156.69800551187944,15.481991398145851
86,155.43986810185626,170.93229646840965,110.55604521958347,155.1949867646814,14.03624346792651
87,153.58957395652885,175.48999678817634,111.96331608795988,157.77142208220042,12.937535272387265
88,153.39976386474538,171.88475265705202,113.22004558829154,163.24168904130815,9.852563019100899
